"gender","genderID","greek","homeTown","ethnicity","religion","religious","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","UScitizen","president","execttiveOrder","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Male","Male","Yes","Big City Subrub","White","Christian",4,3.3,10,30,1,1,13,3,2,3,7,120,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",3,5,"Democratic",6,6,10,70,5,"L2"
"Male","Male","Yes","Big City Subrub","White","Jewish",3,4,2,7,1,1,13,10,4,8,3,100,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",3,8,0,100,10,"L2"
"Female","Female","No","Big City Subrub","Hispanic","Agnostic",1,3.8,0,0,2,1,13,0,2,0,5,75,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",6,6,15,70,8,"L2"
"Female","Female","No","Small Town","White","Christian",3,2.5,0,0,4,4,13,3,5,4,6,100,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",5,10,10,100,10,"L2"
"Female","Female","No","Big City","Hispanic","Atheist",0,1.9,8,6,2,2,13,14,7,3,7,50,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,8,"Democratic",0,10,15,20,4,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",7,3.8,12,12,0,0,16,4,3,5,5,70,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Donald Trump",5,5,"Republican",5,7,15,60,4,"L2"
"Female","Female","No","Big City Subrub","White","Jewish",5,2.9,0,0,0,0,26,3,1,5,5,100,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,4,"Democratic",4,7,0,30,7,"L2"
"Female","Female","No","Big City Subrub","South Asian","Muslim",7,3,2,0,0,0,5,5,4,7,5,90,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",4,8,0,80,9,"L2"
"Male","Male","Yes","Big City","Hispanic","Religious but not one of the above",7,2.9,0,0,6,0,13,7,0,0,5,2,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Other",0,5,0,100,0,"L2"
"Male","Male","No","Small Town","White","Atheist",0,2.5,8,18,4,2,12,3,4,3,7,100,"independence","curiosity","self-reliance","being considerate","Other Party","Yes","Chose not to vote",4,8,"Independent",4,5,0,100,3,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",8,2.7,7,4,1,2,15,3,3,10,4,900,"independence","good manners","obedience","well-behaved","Other Republican","Yes","Hillary Clinton",3,6,"Independent",1,6,0,100,2,"L2"
"Female","Female","Yes","Small Town","White","Christian",7,4,8,12,2,2,15,8,2,3,7,70,"independence","good manners","self-reliance","being considerate","Other Republican","Yes","Not eligible to vote",5,7,"Republican",3,5,0,20,2,"L2"
"Female","Female","No","Big City Subrub","Black","Christian",6,4,4,3,2,3,12,4,2,5,6,90,"independence","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",5,7,25,0,8,"L2"
"Female","Female","Yes","Big City","White","Christian",6,3.9,12,16,5,1,16,4,3,10,7,100,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",5,10,0,10,10,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.3,15,30,0,0,12,1,5,10,9,90000,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",5,8,"Republican",0,10,0,40,2,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",8,3.9,12,20,3,1,13,1,6,10,10,50,"respect for their elders","good manners","self-reliance","being considerate","Other Republican","Yes","Hillary Clinton",0,5,"Other",5,10,5,50,9,"L2"
"Female","Female","No","Big City","Black","Religious but not one of the above",3,3.3,8,2,3,0,14,3,10,3,3,100,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",8,9,5,0,10,"L2"
"Female","Female","No","Big City","Black","Christian",5,1.4,4,3,4,2,15,5,5,6,5,100,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,5,"Democratic",5,10,0,0,10,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",0,3.7,4,3,0,0,16,1,5,12,4,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",2,7,0,100,5,"L2"
"Female","Female","No","Big City Subrub","White","Christian",1,3.7,5,10,0,0,26,3,5,6,5,75,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,9,0,50,9,"L2"
"Male","Male","No","Big City","Black","Religious but not one of the above",0,2.9,7,5,11,2,12,3,0,1,5,100,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Chose not to vote",0,5,"Other",7,9,0,0,2,"L2"
"Male","Male","No","Big City","Hispanic","Christian",5,3,5,5,1,1,14,3,3,2,8,100,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Chose not to vote",0,5,"Democratic",6,8,0,100,3,"L2"
"Female","Female","No","Big City","Black","Christian",6,3.6,7,0,1,1,13,5,10,6,6,160,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,4,"Democratic",6,9,0,90,8,"L2"
"Female","Female","No","Big City","Hispanic","Christian",2,3.5,3,2,0,1,14,7,2,3,5,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",5,6,10,10,5,"L2"
"Female","Female","No","Big City Subrub","Black","Agnostic",8,3,4,4,1,1,16,5,4,3,4,110,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",3,2,"Democratic",7,8,10,0,3,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",7,3.7,18,45,1,1,13,1,1,4,5,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",2,9,0,30,6,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",2,2.7,8,10,2,1,13,6,2,6,5,150,"independence","good manners","obedience","being considerate","Donald Trump","Yes","Chose not to vote",9,2,"Republican",8,10,0,50,10,"L2"
"Female","Female","No","Big City","White","Christian",6,2.7,12,10,2,1,12,5,10,14,10,200,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Other",0,5,0,50,5,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",9,3.4,8,8,0,0,17,7,3,8,5,80,"respect for their elders","curiosity","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",8,10,"Republican",6,10,0,100,6,"L2"
"Male","Male","Yes","Medium City","White","Atheist",3,3.5,15,31,28,3,12,1,5,3,7,100,"independence","curiosity","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",10,4,"Other",10,7,0,100,7,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",2,3.8,6,5,1,1,17,3,1,5,3,120,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Hillary Clinton",0,2,"Democratic",5,10,0,100,8,"L2"
"Female","Female","Yes","Big City Subrub","Other","Atheist",0,3.6,10,8,5,2,17,1,4,5,6,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,3,"Democratic",4,8,5,40,8,"L2"
"Female","Female","No","Small Town","South Asian","Hindu",5,2.7,8,7,0,0,17,7,2,6,5,150,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",3,10,0,100,9,"L2"
"Male","Male","No","Big City","East Asian","Atheist",1,3,0,0,0,0,26,2,7,2,7,10,"respect for their elders","curiosity","obedience","being considerate","Unsure","No","Not eligible to vote",4,3,"Other",3,10,0,100,0,"L2"
"Male","Male","Yes","Big City Subrub","White","Agnostic",2,3.5,4,6,8,13,12,4,7,4,4,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,8,0,100,6,"L2"
"Male","Male","No","Small Town","East Asian","Buddhist",0,3.6,0,1,1,2,15,1,3,3,5,99999,"independence","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",0,5,"Other",5,7,0,100,6,"L2"
"Female","Female","No","Big City Subrub","South Asian","Agnostic",0,3.5,3,0,2,1,17,2,4,6,7,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,0,"Other",8,7,5,100,3,"L2"
"Male","Male","No","Big City Subrub","White","Religious but not one of the above",5,3,8,20,0,0,18,1,10,3,6,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,4,"Democratic",7,8,0,90,6,"L2"
"Female","Female","Yes","Medium City","White","Christian",3,2.9,15,20,1,1,14,4,4,11,6,150,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",4,8,"Republican",5,8,0,100,6,"L2"
"Female","Female","Yes","Big City","Hispanic","Christian",6,3.3,18,15,2,1,13,1,3,4,5,200,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,4,"Democratic",5,6,0,20,6,"L2"
"Female","Female","No","Big City","Hispanic","Atheist",0,3.4,15,10,2,1,13,0,10,3,6,115,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",7,1,"Democratic",1,6,15,50,1,"L2"
"Female","Female","No","Big City","East Asian","Buddhist",8,4,0,0,1,4,14,5,10,4,4,2000,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","No","Not eligible to vote",0,3,"Other",10,10,0,100,8,"L2"
"Female","Female","Yes","Big City Subrub","White","Agnostic",1,3.3,10,18,10,1,14,2,6,2,1,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,4,10,70,7,"L2"
"Female","Female","Yes","Big City","White","Religious but not one of the above",3,3.6,0,0,1,2,11,2,3,3,5,98,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Independent",8,7,15,0,8,"L2"
"Male","Male","No","Big City Subrub","South Asian","Muslim",7,3.1,4,0,0,2,26,7,2,10,5,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,6,"Democratic",2,8,5,80,8,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,3.9,16,20,3,0,13,2,4,7,7,60,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",5,5,"Democratic",5,9,10,100,7,"L2"
"Male","Male","No","Big City","Hispanic","Atheist",0,2.5,0,0,0,0,26,1,3,1,7,70,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,6,"Independent",7,4,0,10,0,"L2"
"Male","Male","No","Big City","Hispanic","Atheist",0,2.5,5,20,6,2,9,3,3,7,5,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",1,1,"Democratic",5,7,0,0,8,"L2"
"Female","Female","Yes","Big City","East Asian","Christian",3,3.6,1,2,0,2,15,2,2,10,9,20,"independence","curiosity","self-reliance","being considerate","Donald Trump","No","Not eligible to vote",3,4,"Green",3,3,20,50,2,"L2"
"Female","Female","No","Big City Subrub","White","Christian",4,3.9,4,2,1,1,14,5,3,6,7,80,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","No","Donald Trump",7,6,"Republican",7,9,0,100,2,"L2"
"Female","Female","No","Small Town","White","Atheist",0,4,6,8,0,0,17,1,2,8,3,60,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,10,"Libertarian",7,4,15,100,10,"L2"
"Male","Male","No","Medium City","White","Christian",3,3.8,3,4,10,3,16,1,3,4,7,70,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",9,8,"Republican",3,10,30,0,7,"L2"
"Female","Female","No","Medium City","Black","Christian",4,3.1,10,5,2,2,12,20,5,4,5,50,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,4,"Democratic",5,8,0,70,6,"L2"
"Female","Female","No","Big City","White","Christian",2,3.8,3,4,1,1,16,12,3,4,0,70,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",0,3,"Democratic",4,6,5,50,8,"L2"
"Female","Female","No","Medium City","Hispanic","Christian",8,3.4,4,4,0,0,18,7,5,3,3,50,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Donald Trump",0,4,"Other",6,8,10,50,4,"L2"
"Female","Female","No","Big City","Black","Religious but not one of the above",6,1.8,7,4,3,1,17,5,10,8,0,125,"independence","good manners","obedience","well-behaved","Bernie Sanders","Yes","Hillary Clinton",10,3,"Democratic",8,6,15,0,8,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",7,3,20,30,2,1,18,5,4,10,5,500,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",7,7,"Republican",5,7,20,90,5,"L2"
"Female","Female","No","Big City","South Asian","Muslim",7,2.8,3,0,0,1,26,21,2,3,5,95,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",0,10,0,60,9,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",6,2.4,2,0,0,2,13,2,2,8,6,60,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",0,9,"Democratic",4,9,0,100,6,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",2,3.6,12,12,2,1,15,2,2,7,4,700,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",6,7,0,20,4,"L2"
"Male","Male","No","Small Town","White","Agnostic",0,3.9,8,26,3,3,14,0,4,5,3,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",0,6,10,40,10,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",1,2.7,3,3,0,0,18,0,3,7,5,100,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",10,10,15,0,0,"L2"
"Female","Female","Yes","Medium City","White","Christian",3,3.8,3,3,1,1,15,18,3,2,10,80,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Not eligible to vote",0,3,"Democratic",5,8,0,30,10,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.5,10,15,2,2,16,2,5,2,6,500,"independence","curiosity","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",0,8,"Republican",6,10,10,100,4,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",1,3.7,2,0,0,0,26,1,5,5,5,200,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,1,"Democratic",4,7,0,100,3,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",7,3.6,11,13,2,5,7,5,3,5,8,100,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",9,3,"Republican",2,3,10,30,4,"L2"
"Male","Male","Yes","Big City","Hispanic","Agnostic",3,2.8,8,5,4,2,15,3,2,5,5,150,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,4,"Democratic",5,8,10,20,3,"L2"
"Female","Female","No","Small Town","White","Agnostic",2,3.6,5,7,2,1,14,7,4,4,2,65,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",2,4,"Democratic",5,10,0,90,6,"L2"
"Female","Female","No","Medium City","White","Christian",5,3.5,7,8,0,1,16,6,3,5,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Not eligible to vote",0,4,"Democratic",6,8,0,100,3,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",9,3.5,16,30,1,0,16,9,5,5,5,400,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",2,9,"Republican",5,10,0,20,5,"L2"
"Female","Female","No","Small Town","White","Agnostic",0,4,8,12,5,1,12,0,5,4,5,90,"independence","curiosity","obedience","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,5,0,90,8,"L2"
"Female","Female","No","Small Town","Black","Christian",6,3.4,8,10,0,0,11,3,8,9,3,50,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",7,8,0,20,6,"L2"
"Female","Female","Yes","Medium City","White","Jewish",5,3.5,12,12,5,1,15,9,2,10,3,900,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,4,"Democratic",5,2,0,100,8,"L2"
"Male","Male","No","Big City Subrub","East Asian","Buddhist",4,3.4,0,0,0,0,26,0,0,3,3,75,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",5,3,"Democratic",5,0,0,20,0,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,2.7,6,8,7,2,14,4,3,10,3,85,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,1,"Democratic",5,8,0,20,7,"L2"
