"gender","greek","homeTown","highSchool","age","major","ethnicity","belief","religion","religious","expectedIncome","followElection","president","liberal","environment","terrorism","economicInequality","racism","genderEquality","security","familyVal","gunControl","taxes","bigMoney","illegalImmigrants","farRightPol","farLeftPol","religiousFanatics","terrorists","foreignPowers","notVote","politicalParty","voteMar","voteNov","gradeVsLearning","parentRelationship","workHr","tuition","voteParent"
"Female","No","Small Town","Yes",20,"Nursing","White","Divine Guidance","Other Religion",7,200,"some","John Kacich",7,4,6,6,5,8,6,8,4,6,6,5,5,5,3,6,5,3,"Republican",10,6,7,9,5,50,"No"
"Female","No","Big City Subrub","Not Sure",18,"Psychology","White","Divine Guidance","Christian",5,60,"some","Hillary Clinton",4,3,9,10,10,9,5,3,7,7,5,4,8,8,8,10,6,7,"Democrat",2,4,3,8,0,100,"No"
"Male","Yes","Big City","Not Sure",19,"Recreation, Sport and Tourism","Hispanic","Evolution","Other Religion",3,95,"some","Unsure",3,7,6,10,10,9,10,10,10,7,10,0,9,2,5,3,5,7,"Democrat",7,8,5,6,10,10,"Unsure"
"Female","No","Big City Subrub","In some classes",19,"Communication","Other","None of the above","Christian",7,300,"some","Unsure",5,7,10,10,10,10,8,8,10,8,6,8,7,7,8,10,9,7,"Other",4,5,6,10,0,100,"Unsure"
"Female","No","Medium City","Yes",19,"Natural Resources and Environmental Sciences/Animal Sciences","White","Divine Guidance","Christian",7,100,"some","Bernie Sanders",3,10,10,3,6,7,5,4,7,7,9,4,7,5,10,10,9,6,"Democrat",10,9,5,9,15,20,"No"
"Female","No","Big City","No",19,"undeclared","Black","None of the above","Christian",6,100,"some","Bernie Sanders",5,4,8,7,7,7,4,5,7,4,9,3,5,5,4,7,7,3,"Democrat",7,10,5,3,10,0,"Unsure"
"Male","No","Small Town","Yes",19,"Undeclared","White","Divine Guidance","Christian",3,80,"some","Unsure",5,3,10,5,5,5,4,5,0,3,6,4,5,7,5,10,4,1,"Independent",2,2,7,8,0,0,"Unsure"
"Female","No","Big City","Yes",18,"Economics","Asian","Evolution","Buddhist",2,1000,"some","Bernie Sanders",4,7,5,6,7,10,7,10,6,8,4,4,4,7,8,9,7,6,"Republican",-1,-1,5,6,10,100,"Yes"
"Female","No","Medium City","Yes",18,"dgs","Asian","None of the above","Atheist",0,1,"Not at all","Unsure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other",0,0,0,0,0,0,"Yes"
"Female","Yes","Medium City","Yes",18,"dgs","White","Divine Guidance","Christian",4,100,"some","Bernie Sanders",8,1,10,4,8,0,5,6,7,9,2,4,5,7,6,10,9,3,"Republican",4,8,3,9,0,90,"Yes"
"Female","No","Big City Subrub","Yes",19,"Undecided","Asian","Creationism","Christian",8,35,"some","Unsure",5,8,8,10,10,9,10,8,8,8,9,3,5,5,2,4,4,9,"Other",-1,-1,3,10,10,0,"Unsure"
"Male","Yes","Big City Subrub","Yes",18,"biology","Asian","Evolution","Other Religion",6,500,"closely","Bernie Sanders",3,8,5,7,10,2,0,3,6,1,10,3,9,6,5,8,7,4,"Democrat",6,5,1,8,0,100,"No"
"Female","No","Big City","Yes",18,"DGS","Asian","None of the above","Buddhist",3,150,"some","Hillary Clinton",1,1,4,5,5,7,5,1,1,10,8,3,5,5,3,7,8,0,"Independent",-1,-1,2,7,10,50,"Unsure"
"Female","Yes","Big City Subrub","Not Sure",18,"Elementary Education","White","Divine Guidance","Christian",5,50,"some","Unsure",4,8,8,6,8,8,5,6,8,5,2,2,0,0,0,2,2,0,"Democrat",4,6,4,7,0,100,"Unsure"
"Female","Yes","Big City Subrub","Not Sure",18,"education","White","Divine Guidance","Jewish",7,53,"some","Bernie Sanders",4,10,10,10,10,10,7,8,10,8,10,2,6,0,6,10,5,3,"Democrat",10,10,5,9,0,60,"No"
"Female","No","Big City Subrub","Yes",18,"Environmental Science","White","Evolution","Other Religion",4,60,"closely","Bernie Sanders",1,10,9,9,9,9,5,1,7,5,9,2,5,1,2,8,2,5,"Democrat",10,10,5,5,0,10,"Yes"
"Female","No","Big City","Not Sure",18,"Elementary Education","White","Divine Guidance","Christian",2,44,"some","Unsure",6,4,7,9,8,9,9,2,6,6,3,1,9,9,7,5,3,5,"Republican",0,4,7,9,0,90,"Unsure"
"Male","No","Big City","Yes",20,"math","Asian","None of the above","Buddhist",3,1000,"some","Unsure",3,10,8,9,10,5,5,6,9,5,3,3,3,3,3,9,7,5,"Other",-1,-1,5,10,0,100,"Unsure"
"Female","No","Big City Subrub","Not Sure",18,"NRES","White","Evolution","Other Religion",9,80,"very closely","Bernie Sanders",0,10,4,8,7,9,2,0,9,7,9,0,4,0,6,0,0,4,"Independent",10,10,6,4,0,70,"Yes"
"Male","No","Big City","Yes",21,"Anthropology","Hispanic","Divine Guidance","Agnostic",0,60,"closely","Bernie Sanders",2,10,8,10,10,7,5,0,9,8,10,0,5,8,6,10,7,5,"Independent",-1,-1,7,10,25,10,"Unsure"
"Female","No","Big City Subrub","Yes",19,"Early Childhood Education","Asian","Divine Guidance","Muslim",6,60,"some","Bernie Sanders",5,5,5,7,7,8,5,5,6,5,5,4,6,4,4,7,5,3,"Democrat",5,5,4,9,10,60,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"Undecided","White","Creationism","Christian",4,60,"some","Marco Rubio",6,10,8,5,5,5,5,1,10,10,7,4,5,5,8,10,9,5,"Republican",0,8,4,10,0,100,"Yes"
"Male","Yes","Big City Subrub","Yes",19,"undecided","White","Evolution","Christian",1,60,"closely","Hillary Clinton",3,3,1,10,10,9,4,0,0,5,10,0,1,1,3,4,7,0,"Independent",0,5,5,8,15,10,"No"
"Female","No","Big City Subrub","Yes",19,"English","White","Evolution","Jewish",1,50,"very closely","Bernie Sanders",0,7,5,8,10,10,4,0,10,6,7,0,8,3,10,4,1,9,"Democrat",10,10,5,8,0,100,"No"
"Male","Yes","Big City","Yes",19,"Philosophy","White","Evolution","Jewish",0,5000,"closely","Hillary Clinton",3,7,8,2,5,7,2,1,7,2,4,5,10,6,4,1,4,1,"Independent",3,7,2,6,0,0,"Yes"
"Female","No","Medium City","Not Sure",19,"Integrative Biology","Hispanic","Evolution","Christian",4,200,"some","Bernie Sanders",2,10,5,10,10,10,5,2,10,6,10,3,8,4,4,5,5,9,"Independent",10,10,5,9,5,100,"Unsure"
"Female","No","Big City","Not Sure",20,"Kinesiology","White","Divine Guidance","Christian",5,90,"some","Unsure",6,7,7,7,7,8,10,8,10,9,10,8,7,7,6,10,10,10,"Democrat",5,10,6,7,30,0,"Yes"
"Female","No","Big City","Yes",20,"Business","Asian","None of the above","Buddhist",8,15,"some","Unsure",0,2,4,5,6,7,5,7,10,5,3,3,6,4,3,8,4,4,"Other",-1,-1,4,10,10,100,"Yes"
"Male","Yes","Big City Subrub","Not Sure",20,"MCB","White","Evolution","Christian",6,200,"some","Bernie Sanders",5,7,5,7,10,10,2,9,5,5,4,2,2,2,2,2,2,2,"Independent",10,10,5,10,0,100,"Unsure"
"Female","Yes","Small Town","Yes",18,"Undeclared","White","Divine Guidance","Christian",7,78,"some","Bernie Sanders",6,8,8,2,8,5,7,5,2,3,10,5,3,8,2,8,3,5,"Republican",10,10,7,10,0,90,"Unsure"
"Female","Yes","Big City Subrub","Yes",19,"Food Science and Human Nutrition","Asian","Evolution","Buddhist",0,80,"some","Bernie Sanders",5,10,9,4,10,5,7,6,5,5,2,2,5,5,5,6,7,3,"Democrat",-1,-1,4,9,40,30,"Yes"
"Male","No","Big City Subrub","Yes",18,"DGS - Undeclared","White","Divine Guidance","Christian",5,70,"closely","Marco Rubio",5,7,9,0,2,6,8,3,1,7,3,5,5,5,4,9,6,0,"Independent",5,10,4,8,0,30,"No"
"Male","No","Medium City","No",18,"Sociology","White","Divine Guidance","Christian",8,75,"some","Donald Trump",5,7,8,7,7,3,7,9,9,7,5,7,3,2,1,5,2,1,"Republican",0,2,2,8,0,100,"Yes"
"Female","Yes","Big City Subrub","Not Sure",18,"Kinesiology","White","Creationism","Christian",7,90,"closely","Donald Trump",6,6,10,4,9,6,3,10,0,5,4,4,0,0,0,6,7,2,"Republican",10,10,3,10,0,90,"Yes"
"Female","No","Big City","Yes",19,"Undeclared","Asian","Divine Guidance","Muslim",5,85,"some","Bernie Sanders",1,8,7,9,10,10,10,1,8,5,9,0,0,0,0,2,3,6,"Democrat",10,10,6,7,0,10,"Yes"
"Male","Yes","Medium City","Yes",20,"Accounting","Asian","Divine Guidance","Atheist",4,10000,"some","Marco Rubio",3,7,10,6,7,6,7,8,3,9,7,5,5,4,9,10,9,8,"Republican",-1,-1,8,9,0,100,"Unsure"
"Female","No","Big City","Yes",18,"DGS","Asian","Creationism","Other Religion",0,200,"Not at all","Unsure",3,8,8,6,5,9,6,3,1,3,5,3,6,5,2,8,8,4,"Republican",0,9,5,8,0,100,"Yes"
"Male","No","Medium City","Yes",18,"Material Science and Engineering","Asian","Evolution","Hindu",7,120,"closely","Bernie Sanders",4,10,6,2,8,7,5,3,9,4,4,5,6,7,8,9,3,10,"Democrat",-1,10,4,8,5,100,"Yes"
"Male","No","Big City","Yes",18,"business","Asian","None of the above","Agnostic",1,100,"some","Unsure",2,8,8,8,9,6,6,8,7,8,6,6,5,6,6,5,6,6,"Independent",2,2,7,8,0,100,"Unsure"
"Male","No","Big City Subrub","Not Sure",19,"undeclared","Asian","Divine Guidance","Christian",5,50,"closely","Donald Trump",5,7,6,9,8,7,7,5,5,5,8,6,5,5,7,7,6,6,"Other",10,10,6,10,0,90,"Unsure"
"Male","No","Small Town","Yes",18,"undeclared general studies","Asian","Divine Guidance","Christian",9,300,"some","Bernie Sanders",1,8,6,4,7,5,0,4,7,7,8,0,0,0,2,0,7,6,"Democrat",-1,9,1,7,0,100,"Yes"
"Male","No","Big City","Yes",18,"business","Asian","Evolution","Atheist",0,300,"some","Bernie Sanders",2,0,0,0,0,0,0,0,2,4,5,0,1,6,9,6,10,0,"Democrat",-1,-1,10,9,10,90,"No"
"Female","No","Big City Subrub","Not Sure",18,"history","White","Creationism","Christian",7,200,"some","Bernie Sanders",0,4,10,10,10,10,4,4,6,1,6,0,0,0,2,10,1,2,"Democrat",4,4,5,10,0,100,"No"
"Female","Yes","Medium City","Not Sure",19,"kinesiology","White","Divine Guidance","Other Religion",5,100,"very closely","Bernie Sanders",4,10,10,8,10,10,3,1,4,5,10,1,8,6,9,10,5,9,"Other",10,10,7,9,0,100,"No"
"Female","No","Big City","Yes",18,"psychology","Black","Divine Guidance","Christian",8,50,"some","Bernie Sanders",5,6,8,7,10,9,6,8,10,4,5,3,5,5,5,8,7,5,"Democrat",10,10,5,10,15,100,"No"
"Male","No","Big City","In some classes",21,"Environmental Science","White","Divine Guidance","Christian",7,200,"closely","John Kacich",7,10,10,7,10,10,10,8,2,10,10,4,10,10,7,5,1,6,"Other",9,10,5,10,15,60,"Yes"
"Female","No","Big City","Yes",19,"Psychology","Black","Evolution","Agnostic",1,100,"closely","Bernie Sanders",1,4,5,6,10,9,3,2,8,7,10,3,8,1,1,9,7,6,"Democrat",10,10,3,10,5,0,"Yes"
"Male","No","Big City","Yes",19,"Food Science","Asian","Divine Guidance","Atheist",1,100,"some","Bernie Sanders",2,0,1,0,6,8,8,9,10,10,5,7,7,6,7,8,8,9,"Other",4,0,5,10,10,100,"Yes"
"Female","Yes","Small Town","In some classes",18,"undecided","White","Divine Guidance","Christian",1,60,"closely","Donald Trump",8,10,8,3,5,5,8,8,5,8,2,6,3,3,2,10,7,1,"Republican",0,7,6,6,0,60,"Unsure"
"Female","No","Big City","Yes",19,"Business","Asian","Divine Guidance","Agnostic",3,80,"some","Donald Trump",5,8,10,5,8,8,6,5,7,6,10,6,7,7,9,10,6,6,"Other",-1,-1,5,7,0,90,"No"
"Female","No","Small Town","Yes",18,"MCB","Asian","Divine Guidance","Other Religion",6,200,"some","Bernie Sanders",5,8,10,10,3,7,10,0,6,6,8,0,8,8,3,10,1,0,"Democrat",0,0,3,10,10,90,"Yes"
"Female","No","Medium City","Yes",18,"Undeclared","White","Evolution","Other Religion",3,80,"some","Bernie Sanders",3,4,6,6,5,7,0,0,4,4,8,0,7,7,8,5,5,6,"Independent",0,4,6,10,5,0,"Yes"
"Female","No","Big City","Yes",19,"Undeclared","Black","Creationism","Muslim",10,70,"some","Unsure",3,7,10,10,10,5,10,9,1,3,4,0,6,6,4,6,6,0,"Other",0,0,5,10,15,60,"Unsure"
"Female","No","Big City Subrub","Yes",19,"Psychology","Hispanic","None of the above","Other Religion",5,75,"some","Unsure",5,8,8,10,6,10,10,5,8,8,10,5,9,9,5,9,10,0,"Democrat",5,5,5,10,0,0,"Unsure"
"Male","Yes","Big City","Yes",22,"Broadcast Journalism","White","Divine Guidance","Jewish",4,60,"some","Bernie Sanders",2,5,7,6,3,5,5,0,8,1,6,2,9,3,10,10,6,2,"Democrat",0,6,7,10,10,100,"No"
"Female","No","Medium City","Yes",19,"Elementary Education","White","Divine Guidance","Christian",3,10,"some","Unsure",3,5,10,6,10,10,4,3,10,6,8,3,10,10,8,10,5,6,"Democrat",4,6,7,10,10,40,"Unsure"
"Female","No","Big City","Yes",19,"Linguistics","Hispanic","Divine Guidance","Other Religion",7,70,"closely","Bernie Sanders",0,8,7,9,10,10,10,4,6,5,5,0,4,4,7,4,5,10,"Democrat",10,8,8,6,0,80,"No"
"Male","Yes","Big City","Yes",19,"Food Science","White","Evolution","Christian",1,120,"closely","Bernie Sanders",5,7,5,5,7,5,7,3,9,7,9,0,6,2,6,2,0,0,"Independent",10,10,3,8,0,100,"Unsure"
"Female","No","Big City Subrub","Yes",19,"Theatre","White","Evolution","Atheist",0,60,"some","Bernie Sanders",2,10,7,7,8,9,7,5,8,6,9,5,7,3,8,6,6,8,"Democrat",2,10,4,8,0,70,"Unsure"
"Female","Yes","Big City Subrub","Not Sure",18,"pre-nursing","White","Creationism","Christian",8,80,"Not at all","Donald Trump",9,6,10,6,6,3,9,9,9,8,7,5,5,5,4,9,10,2,"Republican",2,2,3,8,0,70,"Unsure"
"Male","No","Big City","Yes",21,"Media and Cinema Studies","Black","None of the above","Muslim",9,70,"some","Unsure",5,10,10,10,10,8,8,7,9,9,9,5,8,7,7,9,8,2,"Democrat",0,0,9,8,15,40,"Unsure"
"Female","No","Big City Subrub","Not Sure",18,"Psychology","Other","None of the above","Agnostic",3,105,"some","Bernie Sanders",3,8,7,7,9,9,6,0,0,6,5,1,7,1,9,6,5,5,"Independent",10,10,4,8,0,100,"No"
"Female","No","Big City","Yes",19,"Business","Asian","Creationism","Christian",10,150,"some","Bernie Sanders",5,5,8,2,8,8,4,10,4,5,7,4,5,5,2,8,5,0,"Other",-1,-1,7,10,0,100,"Unsure"
"Male","No","Big City Subrub","Not Sure",22,"MCB","White","Divine Guidance","Christian",4,80,"some","Donald Trump",4,7,10,2,5,7,8,4,4,8,6,2,5,5,0,6,8,0,"Independent",2,8,3,7,0,80,"Yes"
"Female","No","Big City Subrub","Yes",19,"Advertising","White","Creationism","Christian",7,75,"some","Bernie Sanders",5,7,10,2,1,5,9,8,7,7,0,8,8,8,2,4,7,10,"Democrat",7,9,2,8,5,30,"Yes"
"Female","No","Big City","Yes",19,"DGS","Hispanic","Evolution","Agnostic",1,10,"very closely","Bernie Sanders",3,10,8,10,10,10,10,2,9,9,9,0,9,2,9,9,6,10,"Democrat",10,10,7,6,25,0,"Yes"
"Female","No","Small Town","In some classes",19,"Community Health","White","None of the above","Other Religion",3,95,"some","Unsure",1,7,9,6,10,10,3,7,4,5,5,2,6,3,3,8,3,3,"Republican",4,7,6,9,15,10,"Yes"
"Male","No","Medium City","Yes",18,"undecided","Black","Divine Guidance","Christian",6,10000,"some","Bernie Sanders",2,1,3,5,6,1,1,2,2,2,0,2,0,2,1,4,2,4,"Democrat",5,1,4,6,0,100,"No"
"Male","No","Big City Subrub","Yes",19,"Undeclared Engineering","Asian","None of the above","Other Religion",10,10000,"some","Bernie Sanders",2,10,9,9,10,10,4,6,9,7,9,4,5,5,3,6,7,5,"Democrat",3,5,1,7,10,10,"Yes"
"Female","No","Small Town","Yes",19,"Graphic Design","Hispanic","Divine Guidance","Other Religion",2,60,"very closely","Bernie Sanders",0,8,5,8,10,10,2,4,8,5,7,2,10,4,9,4,6,9,"Democrat",10,10,4,9,0,50,"Yes"
"Female","No","Big City","Yes",18,"Accounting and finance","Asian","Divine Guidance","Christian",5,200,"some","Hillary Clinton",5,8,9,10,2,10,1,6,8,8,7,1,4,2,4,1,5,1,"Democrat",-1,-1,7,10,0,100,"Unsure"
"Male","No","Big City","No",18,"Economics","Asian","None of the above","Agnostic",3,2000,"some","Unsure",4,10,7,3,8,4,2,5,6,9,9,3,7,6,4,10,5,8,"Other",-1,-1,5,10,10,90,"Unsure"
"Female","No","Medium City","No",19,"Communication","Hispanic","Divine Guidance","Christian",10,70,"some","Bernie Sanders",7,7,7,7,10,10,4,5,5,5,10,3,8,8,6,5,6,7,"Independent",10,10,7,9,0,20,"Yes"
"Female","Yes","Big City Subrub","Yes",20,"kinesiology","White","Evolution","Christian",2,400,"some","Unsure",5,7,7,5,7,8,5,4,6,6,4,5,8,5,7,6,6,4,"Other",1,2,4,9,0,100,"Unsure"
"Female","No","Big City","In some classes",20,"RST","Hispanic","None of the above","Other Religion",7,65,"some","Bernie Sanders",4,5,10,8,10,8,9,7,5,5,5,10,5,5,5,8,7,5,"Democrat",0,0,3,9,0,20,"Yes"
"Female","Yes","Big City Subrub","Yes",20,"Psychology","White","Divine Guidance","Christian",5,40,"some","Unsure",7,6,8,7,9,9,6,8,4,7,8,6,4,9,6,10,8,6,"Republican",5,5,7,8,0,50,"Yes"
"Male","No","Medium City","Yes",18,"undeclared","White","Evolution","Atheist",1,90,"very closely","Bernie Sanders",1,7,2,8,7,5,1,1,10,6,8,1,3,2,0,1,1,7,"Democrat",6,8,5,7,10,50,"No"
"Male","No","Big City","Yes",19,"Molecular Cellular Biology","Hispanic","Divine Guidance","Other Religion",6,120,"very closely","Bernie Sanders",5,10,6,10,10,5,4,5,4,0,8,3,5,5,5,5,5,5,"Democrat",10,5,8,8,0,0,"Yes"
"Female","No","Big City Subrub","Yes",20,"I-Health","Black","Divine Guidance","Christian",8,150,"some","Bernie Sanders",4,7,7,8,10,10,7,9,6,7,8,4,7,7,5,5,6,4,"Democrat",10,10,4,8,15,0,"Yes"
"Female","No","Big City Subrub","Yes",18,"Agriculture economics","Asian","Evolution","Atheist",8,10,"some","Unsure",5,7,5,8,9,7,6,4,7,10,3,6,4,3,3,6,6,4,"Other",-1,-1,7,8,0,100,"Unsure"
"Male","Yes","Big City","Yes",21,"global studies","Hispanic","Evolution","Agnostic",1,70,"very closely","Bernie Sanders",0,10,5,8,9,10,8,1,10,9,9,0,8,3,9,7,5,2,"Democrat",10,10,3,8,0,30,"Unsure"
"Female","Yes","Big City Subrub","Not Sure",19,"psychology","Other","None of the above","Atheist",0,100,"some","Unsure",2,6,6,5,6,9,6,1,6,5,0,0,0,0,0,0,0,0,"Democrat",0,5,4,7,20,70,"Yes"
"Male","No","Big City Subrub","Yes",19,"Technical Systems Management","Other","None of the above","Agnostic",0,60,"some","Unsure",5,1,2,3,0,0,1,4,1,3,9,1,8,8,1,3,5,0,"Independent",3,4,3,8,0,100,"Yes"
"Female","Yes","Big City Subrub","Not Sure",19,"Business","White","Divine Guidance","Christian",7,150,"some","Bernie Sanders",7,10,10,7,7,10,0,5,10,6,3,3,0,0,7,10,10,4,"Republican",0,10,3,6,0,100,"Yes"
"Female","No","Big City","Not Sure",19,"Undecided","White","None of the above","Christian",4,60,"some","Unsure",5,6,10,10,10,10,6,4,10,7,6,6,8,6,6,9,8,7,"Democrat",6,5,8,6,15,70,"Unsure"
"Male","No","Big City Subrub","Yes",20,"Communication","White","Creationism","Christian",5,95,"closely","Bernie Sanders",3,9,10,6,8,6,3,0,6,4,5,1,10,10,10,10,4,8,"Independent",10,10,5,6,10,50,"No"
"Female","Yes","Big City Subrub","Not Sure",22,"Environmental Sustainability","White","Evolution","Christian",1,80,"some","Hillary Clinton",4,10,9,5,10,10,6,0,8,8,10,5,5,5,9,5,7,9,"Democrat",10,10,9,10,0,10,"No"
"Female","No","Medium City","In some classes",19,"DGS","Asian","None of the above","Other Religion",2,1,"some","Hillary Clinton",3,5,10,5,10,10,5,4,10,10,10,5,5,5,3,10,10,3,"Other",-1,-1,3,6,0,100,"Unsure"
"Female","Yes","Small Town","Yes",19,"Speech and Hearing Sciences","White","Divine Guidance","Agnostic",2,75,"closely","Bernie Sanders",1,7,6,9,10,10,4,0,3,1,4,0,5,4,9,9,7,3,"Democrat",9,10,5,8,15,0,"No"
"Male","Yes","Big City Subrub","Yes",18,"kinesiology","White","None of the above","Christian",2,80,"closely","Donald Trump",5,10,6,7,4,7,9,3,6,4,7,2,5,6,5,6,3,1,"Republican",10,10,3,2,0,80,"Yes"
"Male","Yes","Big City","Yes",19,"Journalism","Hispanic","Evolution","Atheist",0,75,"closely","Bernie Sanders",2,7,7,10,10,10,5,0,8,5,10,2,5,5,6,3,3,10,"Democrat",10,10,7,8,0,90,"Yes"
"Female","No","Small Town","Not Sure",18,"Political Science","White","Divine Guidance","Christian",2,80,"very closely","Bernie Sanders",0,10,10,9,9,10,8,1,10,9,10,3,10,2,7,10,10,9,"Democrat",10,10,7,9,15,70,"Yes"
"Female","Yes","Big City","No",19,"Community Health","Hispanic","Divine Guidance","Christian",4,100,"some","Bernie Sanders",2,7,7,7,10,10,4,2,10,9,10,0,0,0,0,10,0,7,"Independent",10,10,10,6,10,100,"No"
"Female","No","Big City Subrub","Yes",21,"Animal Science","White","Evolution","Christian",3,70,"some","Donald Trump",7,10,1,3,2,0,6,7,5,8,1,5,5,5,2,2,1,5,"Republican",0,4,8,5,0,100,"Yes"
"Female","No","Big City","Yes",20,"I health","Asian","None of the above","Atheist",0,100,"some","Hillary Clinton",1,8,8,6,6,8,7,4,9,6,7,7,4,4,7,7,3,0,"Democrat",-1,-1,8,10,0,100,"Unsure"
"Male","Yes","Big City Subrub","Yes",18,"Undecided","White","None of the above","Other Religion",2,80,"some","Unsure",5,6,8,8,8,7,7,7,6,8,8,7,5,5,5,8,7,6,"Republican",-1,-1,7,9,35,100,"Unsure"
"Female","No","Big City Subrub","Yes",18,"dgs","Asian","None of the above","Atheist",3,4,"Not at all","Unsure",5,3,2,7,7,7,3,10,7,8,0,0,3,6,5,4,4,3,"Other",-1,-1,7,10,10,100,"Unsure"
"Male","No","Small Town","Yes",19,"Kinesiology","White","Evolution","Christian",5,200,"very closely","Bernie Sanders",4,7,5,6,6,0,3,3,5,5,8,4,0,0,0,3,4,5,"Independent",10,10,5,9,5,0,"Unsure"
"Female","No","Big City Subrub","No",19,"Interdisciplinary Health Science","Hispanic","Evolution","Christian",2,80,"closely","Bernie Sanders",4,5,7,10,10,9,10,7,0,9,10,0,7,7,10,7,3,9,"Democrat",10,10,7,5,0,30,"Unsure"
"Male","No","Big City Subrub","Yes",18,"Undecided","Hispanic","Divine Guidance","Christian",6,100,"some","Bernie Sanders",7,10,5,7,10,10,9,2,5,7,10,0,5,5,0,0,5,10,"Democrat",10,10,5,8,0,100,"Yes"
"Male","No","Big City","Yes",19,"DGS","Hispanic","Evolution","Atheist",0,70,"some","Bernie Sanders",3,4,2,8,7,5,4,4,5,7,7,0,5,5,2,2,6,3,"Democrat",10,10,3,10,10,0,"Yes"
"Female","No","Big City Subrub","Yes",19,"Kinesiology","Black","Evolution","Christian",5,250,"some","Bernie Sanders",5,8,10,8,10,10,6,5,7,9,6,4,4,5,5,0,7,10,"Democrat",10,10,10,10,20,80,"Yes"
"Male","Yes","Big City Subrub","Yes",18,"Physics","Asian","Evolution","Hindu",4,150,"some","Unsure",5,4,8,4,6,6,7,5,6,9,5,5,6,6,5,9,7,7,"Other",5,6,10,9,0,90,"Unsure"
"Female","No","Small Town","Yes",18,"Elementary Education","White","Creationism","Christian",8,35,"some","Ted Cruz",7,5,7,10,10,10,9,6,3,10,0,0,0,0,0,0,0,0,"Republican",10,9,8,8,5,80,"No"
"Male","No","Medium City","No",18,"Engineering Physics","Asian","Evolution","Atheist",6,99999,"some","Bernie Sanders",5,8,4,2,6,2,2,0,0,4,3,2,5,5,6,6,6,2,"Independent",-1,-1,9,8,0,100,"Unsure"
"Female","No","Medium City","Yes",18,"Undeclared","Asian","Divine Guidance","Hindu",6,200,"some","Unsure",4,8,8,4,5,6,2,7,5,4,6,4,7,3,3,10,8,2,"Other",6,9,6,6,0,100,"Yes"
"Male","No","Small Town","Not Sure",19,"actuarial science","White","Evolution","Christian",1,70,"closely","Marco Rubio",6,5,9,10,10,8,7,6,2,8,9,7,6,6,7,7,10,5,"Republican",8,9,5,10,0,0,"No"
"Female","No","Big City Subrub","Yes",19,"Business","Asian","None of the above","Atheist",0,20,"some","Donald Trump",1,0,1,3,2,6,3,7,1,10,2,2,5,3,7,9,5,5,"Other",0,3,3,3,10,30,"Unsure"
"Male","No","Big City Subrub","Yes",19,"pre-nursing","White","Divine Guidance","Christian",6,160,"some","Bernie Sanders",5,10,10,6,10,7,2,10,5,5,8,0,0,0,0,3,5,9,"Republican",-1,4,5,10,0,70,"No"
"Female","No","Big City","Yes",21,"Industrial Design","Asian","None of the above","Buddhist",6,120,"Not at all","Hillary Clinton",8,9,10,7,7,7,7,5,7,5,6,5,6,7,5,9,4,2,"Republican",-1,-1,8,7,0,40,"Unsure"
"Female","Yes","Medium City","Yes",19,"Biology","White","Divine Guidance","Agnostic",5,100,"closely","Bernie Sanders",2,8,7,5,10,10,3,0,5,2,8,1,10,10,10,8,1,4,"Democrat",10,10,4,8,0,100,"No"
"Female","No","Big City Subrub","Yes",18,"journalism","White","Evolution","Agnostic",2,500,"closely","Bernie Sanders",1,9,3,7,7,9,2,1,8,5,9,2,8,3,7,3,3,4,"Democrat",9,9,6,8,0,40,"Yes"
"Male","No","Big City Subrub","Not Sure",19,"Bioengineering","Asian","Evolution","Hindu",4,200,"closely","Bernie Sanders",4,8,10,7,8,9,6,4,6,8,9,5,5,7,4,10,6,6,"Democrat",-1,-1,7,10,0,100,"Unsure"
"Female","Yes","Big City Subrub","Yes",18,"Advertising","White","Creationism","Christian",6,50,"closely","Donald Trump",5,6,8,7,7,7,5,4,5,6,5,7,7,7,3,9,8,5,"Republican",7,9,7,9,0,90,"Yes"
"Male","Yes","Big City Subrub","Yes",20,"communications","White","Divine Guidance","Christian",9,200,"some","John Kacich",8,0,8,0,0,0,8,9,0,5,0,0,0,0,0,0,0,0,"Republican",10,10,5,10,0,80,"Yes"
"Male","Yes","Big City","Yes",19,"kinesiology","Hispanic","Evolution","Other Religion",5,100,"closely","Bernie Sanders",3,10,10,10,10,10,10,8,6,5,10,2,4,3,6,9,5,10,"Democrat",10,10,10,10,0,40,"Yes"
"Female","No","Big City","Yes",19,"undeclared","Hispanic","Evolution","Christian",4,70,"some","Bernie Sanders",3,4,5,8,6,9,4,0,2,10,10,2,3,4,2,10,8,10,"Democrat",10,10,5,10,0,100,"Unsure"
"Female","No","Big City Subrub","Not Sure",18,"Graphic Design","White","Evolution","Jewish",4,30,"some","Hillary Clinton",4,8,8,8,9,9,7,6,8,6,8,4,5,5,8,5,5,7,"Democrat",6,6,7,9,0,100,"Yes"
"Male","Yes","Medium City","Not Sure",19,"kinesiology","Other","Evolution","Agnostic",2,45,"some","Hillary Clinton",7,7,6,7,10,8,6,5,8,6,9,3,9,2,0,5,6,6,"Democrat",5,7,4,9,0,20,"Yes"
"Female","No","Big City Subrub","Yes",18,"psychology","White","Evolution","Muslim",6,15,"some","Bernie Sanders",3,2,8,3,7,9,4,1,6,5,2,3,7,8,9,5,4,6,"Democrat",0,10,6,5,0,40,"No"
