"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","president","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Male","Male","No","Big City Subrub","Asian","Hindu",3,30,3.7,8,0,0,2,"16","lower grades",6,"2",6,10,235,"independence","good manners","obedience","being considerate","John Kacich","Unsure",7,"Libertarian",3,9,0,100,8,"L2"
"Female","Female","No","Big City Subrub","Asian","Agnostic",0,29,3.5,7,4,0,0,"12","college",3,"3",3,8,300,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",0,"Other",4,9,0,100,6,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",8,22,3,5,7,2,1,"15","college",10,"3",3,4,200,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Donald Trump",6,"Republican",4,8,0,80,6,"L2"
"Female","Female","No","Small Town","White","Christian",9,28,3.5,12,27,1,1,"16","college",9,"3",4,5,65,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Gary Johnson",9,"Republican",5,8,5,100,2,"L2"
"Female","Female","No","Big City Subrub","Asian","Hindu",5,27,3,1,0,0,0,"still waiting","middle school",20,"10 or more",8,4,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Independent",5,6,10,20,1,"L2"
"Female","Female","Yes","Big City Subrub","Asian","Hindu",7,27,2.8,0,0,0,0,"18","kindergarten",7,"1",6,2,150,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,8,0,100,9,"L2"
"Female","Female","No","Big City Subrub","White","Jewish",5,31,4,4,4,0,0,"still waiting","college",6,"5",6,3,90,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",5,9,0,100,10,"L2"
"Female","Female","No","Medium City","White","Agnostic",2,24,3.7,2,2,3,2,"15","college",3,"1",7,2,80,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",4,10,10,50,10,"L2"
"Male","Male","No","Big City Subrub","White","Atheist",0,35,3.5,0,0,0,0,"still waiting","college",1,"0",5,8,100,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Other",4,8,10,60,3,"L2"
"Male","Male","No","Medium City","White","Agnostic",1,31,3.7,0,0,7,2,"15","college",7,"3",6,7,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",5,6,30,100,9,"L2"
"Male","Male","No","Small Town","White","Christian",5,29,3.9,12,7,0,0,"still waiting","high school",40,"1",5,10,300,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",8,"Republican",5,9,25,0,10,"L2"
"Male","Male","No","Big City Subrub","White","Atheist",0,27,3.5,5,0,0,0,"17","college",0,"1",1,4,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Gary Johnson",5,"Other",5,7,10,50,7,"L2"
"Male","Male","Yes","Big City Subrub","White","Atheist",0,26,3.6,4,20,5,6,"14","kindergarten",5,"3",5,7,250,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Donald Trump",5,"Independent",2,5,0,60,5,"L2"
"Female","Female","No","Medium City","White","Christian",5,27,3.8,10,10,0,2,"15","lower grades",5,"2",11,5,120,"independence","curiosity","self-reliance","well-behaved","Unsure","Unsure",7,"Republican",2,5,0,60,10,"L2"
"Male","Male","No","Big City","Asian","Atheist",0,32,3.8,0,0,1,3,"15","high school",2,"2",10,8,10000,"independence","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",4,"Democratic",5,8,0,100,10,"L2"
"Male","Male","No","Big City","Hispanic","Christian",2,25,4,8,17,1,1,"15","high school",20,"2",6,6,80,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Democratic",7,7,40,30,4,"L2"
"Male","Male","No","Big City Subrub","White","Atheist",0,35,4,4,0,30,1,"19","college",1,"1",7,7,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Gary Johnson",3,"Independent",6,9,5,70,7,"L2"
"Male","Male","No","Big City Subrub","White","Christian",3,33,3,5,1,0,0,"still waiting","middle school",3,"7",5,9,99999,"respect for their elders","curiosity","self-reliance","well-behaved","John Kacich","Donald Trump",7,"Republican",4,9,40,0,3,"L2"
"Female","Female","No","Big City","Asian","Christian",3,20,3.7,5,0,0,2,"19","college",2,"2",2,5,5,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Unsure",6,"Other",5,8,0,100,3,"L2"
"Female","Female","No","Big City Subrub","Black","Christian",6,20,3.9,0,0,0,1,"16","high school",6,"2",5,7,75,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",7,7,0,70,6,"L2"
"Female","Female","No","Big City","Asian","Hindu",4,29,3.5,3,2,0,1,"16","high school",2,"4",2,7,10000,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",5,4,0,100,8,"L2"
"Female","Female","No","Big City Subrub","Hispanic","Christian",7,21,2.7,1,0,0,0,"still waiting","college",1,"1",2,3,50,"independence","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",5,10,0,100,8,"L2"
"Female","Female","No","Big City Subrub","White","Atheist",0,32,4,10,15,1,1,"16","high school",10,"2",5,0,60,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",0,"Democratic",5,10,0,100,8,"L2"
"Female","Female","No","Big City Subrub","White","Christian",7,29,3.8,12,10,4,1,"14","high school",5,"3",8,3,80,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,9,0,60,0,"L2"
"Male","Male","No","Big City Subrub","Black","Christian",5,28,3.5,0,0,12,1,"16","middle school",0,"4",3,6,65,"independence","curiosity","self-reliance","being considerate","Ben Carson","Unsure",6,"Republican",5,8,20,0,4,"L2"
"Female","Female","No","Big City Subrub","White","Muslim",8,26,3.5,5,6,5,2,"11","college",3,"10 or more",8,3,100,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",2,"Democratic",5,8,15,100,2,"L2"
"Male","Male","Yes","Big City Subrub","White","Agnostic",0,28,3.5,17,20,6,6,"14","high school",6,"8",20,8,1000,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",0,"Democratic",5,5,50,80,7,"L2"
"Female","Female","No","Big City Subrub","White","Jewish",7,32,4,0,0,0,0,"still waiting","high school",14,"1",6,5,85,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",6,9,0,100,8,"L2"
"Male","Male","No","Big City Subrub","Asian","Muslim",8,31,3.5,0,0,0,0,"still waiting","high school",1,"1",4,7,110,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",4,"Democratic",5,9,0,20,10,"L2"
"Female","Female","No","Small Town","White","Christian",2,24,3.1,8,7,0,0,"18","college",1,"3",5,4,70,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",3,4,30,0,4,"L2"
"Female","Female","Yes","Big City Subrub","Black","Christian",8,24,3.3,6,2,4,1,"13","college",14,"3",12,5,60,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Hillary Clinton",2,"Democratic",6,10,10,30,5,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,31,4,15,15,4,2,"14","college",5,"1",15,4,100,"respect for their elders","good manners","self-reliance","being considerate","Marco Rubio","Donald Trump",6,"Republican",4,10,0,80,10,"L2"
"Female","Female","No","Medium City","White","Christian",7,27,4,6,6,0,0,"15","high school",6,"3",4,7,80,"respect for their elders","good manners","self-reliance","being considerate","John Kacich","Unsure",8,"Republican",4,10,0,0,2,"L2"
"Female","Female","No","Big City","Asian","Christian",5,27,4,0,0,0,0,"still waiting","kindergarten",2,"6",2,5,75,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Other",5,"Democratic",4,9,10,100,6,"L2"
"Female","Female","No","Big City Subrub","White","Atheist",0,21,4,8,8,2,0,"12","college",5,"5",3,5,80,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",0,"Democratic",8,10,0,40,3,"L2"
"Female","Female","No","Big City Subrub","Asian","Agnostic",0,30,3.8,0,0,0,0,"still waiting","kindergarten",1,"1",0,10,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Other",4,5,0,100,0,"L2"
"Female","Female","Yes","Big City","Hispanic","Christian",5,27,4,20,13,0,0,"15","high school",4,"1",5,6,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",6,7,15,70,4,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,27,3.3,9,10,4,2,"15","college",1,"8",11,5,750,"respect for their elders","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",8,"Republican",4,4,5,30,5,"L2"
"Female","Female","No","Big City","Black","Christian",0,21,2.8,3,3,2,2,"11","high school",3,"1",4,5,80,"independence","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",10,7,0,0,10,"L2"
"Male","Male","No","Medium City","Hispanic","Religious but not one of the above",5,25,3.6,0,0,0,0,"still waiting","high school",7,"2",2,5,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",3,"Democratic",5,10,0,100,8,"L2"
"Male","Male","No","Big City Subrub","White","Christian",7,32,4,11,30,0,0,"17","high school",3,"1",10,7,400,"respect for their elders","good manners","self-reliance","being considerate","John Kacich","Gary Johnson",7,"Republican",5,7,25,90,8,"L2"
"Female","Female","No","Small Town","White","Christian",3,24,4,10,13,2,1,"15","college",7,"4",5,7,150,"independence","good manners","obedience","being considerate","Donald Trump","Donald Trump",6,"Republican",7,9,10,50,4,"L2"
"Female","Female","No","Big City Subrub","Black","Christian",4,23,3.4,1,0,1,1,"16","college",2,"3",5,5,130,"independence","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",4,"Democratic",5,9,5,0,10,"L2"
"Male","Male","No","Big City","Asian","Atheist",0,26,4,2,0,0,12,"13","high school",1,"5",3,8,2000,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",10,"Independent",0,4,0,100,9,"L2"
"Female","Female","Yes","Big City","White","Agnostic",1,33,3.7,11,7,10,4,"15","college",7,"3",7,5,600,"respect for their elders","good manners","obedience","being considerate","John Kacich","Donald Trump",10,"Republican",1,10,40,100,10,"L2"
"Female","Female","No","Big City","Asian","Buddhist",6,26,3.7,1,1,0,2,"14","college",1,"4",7,10,800,"respect for their elders","curiosity","self-reliance","well-behaved","Hillary Clinton","Unsure",0,"Other",4,8,5,10,2,"L2"
"Female","Female","No","Big City Subrub","White","Christian",4,25,3.7,7,7,3,1,"17","college",8,"10 or more",10,6,125,"respect for their elders","curiosity","obedience","being considerate","Marco Rubio","Unsure",4,"Other",6,6,0,80,10,"L2"
"Female","Female","No","Medium City","White","Agnostic",0,28,2.7,2,2,2,1,"15","high school",3,"2",5,3,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",0,"Green",5,7,15,80,3,"L2"
"Male","Male","No","Big City Subrub","White","Christian",6,28,3.6,12,25,1,1,"15","high school",2,"2",10,4,120,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",3,9,10,40,3,"L2"
"Male","Male","No","Medium City","Black","Agnostic",1,23,3.7,0,0,0,0,"15","kindergarten",0,"3",0,0,300,"independence","curiosity","obedience","being considerate","Bernie Sanders","Other",0,"Other",10,3,0,100,7,"L2"
"Female","Female","No","Medium City","White","Agnostic",1,34,3.9,0,0,1,1,"16","college",0,"1",6,4,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",3,5,10,0,2,"L2"
"Male","Male","No","Big City","Hispanic","Atheist",0,29,2.3,0,0,1,1,"12","high school",2,"2",0,10,100,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",0,"Democratic",5,10,15,0,9,"L2"
"Female","Female","No","Big City","Asian","Muslim",5,27,4,10,15,0,1,"16","high school",6,"10 or more",5,0,90,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Independent",5,5,40,50,5,"L2"
"Female","Female","Yes","Medium City","Other","Christian",8,25,2.8,20,20,0,1,"16","college",5,"10 or more",6,7,150,"respect for their elders","good manners","obedience","being considerate","Other","Other",7,"Republican",6,8,0,10,2,"L2"
"Male","Male","No","Big City","Asian","Atheist",1,33,4,2,0,1,2,"13","middle school",5,"5",2,5,20,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",5,"Democratic",5,9,0,100,8,"L2"
"Female","Female","No","Big City","Asian","Atheist",0,33,3.5,0,0,0,0,"still waiting","middle school",10,"1",3,9,40,"independence","curiosity","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",8,"Other",9,9,0,100,5,"L2"
"Female","Female","No","Big City","Black","Christian",10,23,2.7,4,0,5,1,"15","college",16,"4",3,5,100,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Unsure",5,"Democratic",0,10,20,0,0,"L2"
"Female","Female","Yes","Big City","Hispanic","Christian",6,25,3.5,34,50,2,0,"15","college",5,"2",15,7,150,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",3,7,0,100,5,"L2"
"Female","Female","No","Medium City","White","Christian",8,29,3.8,15,15,0,2,"14","high school",4,"3",6,3,50,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",8,"Republican",5,10,0,90,3,"L2"
"Female","Female","No","Big City","Asian","Buddhist",1,19,3.1,1,0,0,0,"still waiting","lower grades",7,"7",12,2,100,"respect for their elders","good manners","self-reliance","well-behaved","Unsure","Unsure",5,"Democratic",6,10,10,100,3,"L2"
"Female","Female","No","Big City Subrub","White","Agnostic",1,32,4,0,0,0,0,"still waiting","high school",3,"1",6,4,100,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",1,"Democratic",4,10,0,70,8,"L2"
"Female","Female","No","Big City Subrub","White","Christian",7,28,3,0,0,0,0,"16","high school",1,"2",3,10,75,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",7,"Republican",4,9,10,0,3,"L2"
"Female","Female","No","Big City Subrub","Asian","Buddhist",7,31,2.8,0,1,0,0,"still waiting","college",2,"7",5,7,200,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",3,10,40,80,7,"L2"
"Male","Male","No","Big City Subrub","White","Atheist",0,23,3.2,0,2,1,0,"19","college",1,"9",6,8,45,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",2,"Democratic",10,5,10,0,8,"L2"
"Male","Male","No","Medium City","White","Christian",3,28,4,35,9,3,4,"6","lower grades",3,"3",1,3,10000,"respect for their elders","curiosity","obedience","being considerate","Other","Gary Johnson",7,"Republican",6,10,20,70,3,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,28,4,12,10,0,2,"13","high school",3,"1",10,7,150,"respect for their elders","good manners","self-reliance","being considerate","John Kacich","Gary Johnson",7,"Republican",3,6,0,50,8,"L2"
"Female","Female","No","Medium City","Black","Christian",5,17,2.9,0,0,6,1,"14","college",4,"2",3,10,80,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Unsure",0,"Other",5,5,25,0,5,"L2"
"Female","Female","No","Big City Subrub","Hispanic","Atheist",0,31,3.4,0,0,0,0,"still waiting","middle school",7,"10 or more",3,3,108,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",3,9,0,80,8,"L2"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",6,26,2.6,2,1,1,1,"12","college",14,"1",5,5,73,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",4,9,0,70,6,"L2"
"Female","Female","No","Medium City","White","Christian",8,24,3.3,5,3,1,1,"14","high school",7,"8",4,4,100,"independence","good manners","self-reliance","being considerate","John Kacich","Unsure",6,"Republican",5,9,0,100,7,"L2"
