"gender","genderID","ethnicity","citizen","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexualOrientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","innocentVsGuility","sexVsLove","attendance","version"
"Female","Female","White","Yes","No",0,0,0,"straight","Yes",7,"No","No","No",10,8,2,0,0,1,1,7,9,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",7,5,5,"straight","Yes",2,"No","No","No",8,8,2,0,0,1,1,6,8,"Yes - I already have",2,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","Yes","No",0,5,5,"straight","Yes",2,"No","No","No",5,4,10,5,5,1,1,5,5,"Yes - I already have",2,"Neutral","No","April","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",7,3,5,"straight","Yes",7,"No","No","No",8,8,2,1,1,1,1,8,7,"Yes - I would",1,"Illegal most of the time","No","April","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","No",4,6,4,"straight","Yes",2,"No","Yes","No",9,7,0,0,0,1,1,8,10,"Yes - I already have",2,"Always Legal","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","Uncertain",3,4,7,"straight","Yes",4,"No","No","No",5,5,5,5,5,1,1,7,7,"Yes - I already have",2,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Uncertain",5,5,8,"straight","Yes",11,"No","No","No",6,7,3,0,0,0,0,7,5,"Yes - I would",2,"Legal most of the time","Yes","May","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","Asian","Yes","No",2,5,7,"straight","Yes",5,"No","No","No",8,8,2,0,0,0,0,5,5,"Unsure",3,"Neutral","Yes","July","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Other","Yes","No",5,5,8,"straight","Yes",8,"No","No","No",8,8,1,0,0,3,1,10,5,"Yes - I already have",5,"Illegal most of the time","No","September","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",8,2,8,"bi","Some do",13,"No","Yes","No",9,9,5,0,0,1,2,5,5,"Yes - I already have",0,"Legal most of the time","Yes","July","Under","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","No",4,5,8,"straight","Yes",12,"No","No","No",8,8,2,5,5,1,0,6,2,"Yes - I already have",3,"Always Legal","No","April","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",7,3,6,"straight","Yes",10,"No","No","No",9,9,10,0,0,0,1,5,8,"Unsure",3,"Always Legal","No","June","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",5,4,8,"straight","Yes",10,"No","No","No",8,10,0,0,5,0,0,5,10,"Yes - I would",4,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","No",5,7,8,"bi","No",18,"Yes","No","No",10,10,0,0,0,0,0,4,6,"Yes - I would",3,"Always Legal","Yes","March","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",5,7,8,"straight","Yes",2,"No","No","No",10,10,0,0,5,7,1,5,3,"Yes - I already have",3,"Legal most of the time","No","September","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Male","Male","White","Yes","Yes",1,3,5,"straight","Yes",11,"No","No","No",1,2,7,0,0,2,0,8,3,"Yes - I already have",8,"Legal most of the time","No","April","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","Asian","Yes","No",8,5,5,"straight","Yes",2,"No","No","No",2,2,7,10,10,0,0,2,5,"No",3,"Illegal most of the time","No","May","No preference","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","Yes","No",7,1,8,"straight","Yes",4,"No","No","Yes",7,7,4,0,0,0,0,0,10,"No",1,"Legal most of the time","No","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","No",3,3,1,"straight","Yes",14,"No","No","No",9,7,0,0,0,2,1,7,8,"Yes - I would",3,"Neutral","Yes","May","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","Black","Yes","No",10,10,10,"straight","Yes",2,"No","No","No",0,0,10,10,0,0,0,10,2,"Yes - I would",3,"Illegal most of the time","No","August","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","No",7,0,6,"straight","Yes",7,"No","No","No",6,5,1,0,0,6,3,7,6,"Yes - I already have",5,"Always Legal","Yes","November","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","No",0,1,8,"straight","Yes",7,"No","No","No",5,6,4,0,0,1,1,8,4,"Yes - I already have",7,"Always Legal","No","September","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Male","Male","White","Yes","Uncertain",5,4,7,"straight","Yes",7,"No","No","No",8,8,2,2,1,1,0,7,2,"Yes - I already have",2,"Neutral","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",6,3,6,"straight","Yes",12,"No","No","Yes",4,4,3,0,0,1,2,5,7,"Yes - I already have",2,"Always Legal","No","August","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",0,5,6,"straight","Yes",15,"No","Yes","No",8,8,8,0,0,12,1,7,7,"Yes - I already have",1,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","Asian","Yes","No",5,3,5,"straight","Yes",4,"No","No","No",8,8,2,0,0,0,1,3,9,"No",2,"Legal most of the time","No","April","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","No",1,6,6,"straight","Yes",5,"No","No","No",8,8,2,0,0,5,3,7,3,"Yes - I already have",2,"Always Legal","Yes","July","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",2,1,0,"straight","Yes",11,"No","No","No",9,9,2,0,0,2,2,6,10,"Yes - I already have",2,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",6,0,0,"straight","Yes",5,"Yes","No","No",6,4,1,0,0,0,0,8,4,"Yes - I would",3,"Always Legal","No","January","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Male","Male","White","Yes","Yes",4,5,5,"straight","Yes",6,"No","No","No",0,2,8,5,5,1,1,7,9,"Yes - I already have",3,"Illegal most of the time","Yes","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","Yes","Yes",5,5,5,"straight","Yes",2,"No","No","No",0,0,7,0,0,20,8,10,10,"Yes - I already have",2,"Legal most of the time","Yes","April","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","Hispanic","No","No",2,1,3,"straight","Yes",8,"No","No","Yes",10,10,0,0,0,2,2,8,3,"Yes - I already have",3,"Always Legal","No","January","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","Black","Yes","No",5,5,5,"straight","Yes",2,"No","Yes","No",8,9,0,0,0,0,0,5,5,"Yes - I would",2,"Always Legal","No","April","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Hispanic","Yes","No",5,3,7,"straight","Yes",10,"Yes","No","No",4,4,8,0,0,0,1,7,3,"Yes - I would",3,"Always Legal","Yes","October","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","Yes","No",5,1,4,"bi","No",14,"Yes","No","Yes",3,5,4,0,0,1,1,6,5,"Yes - I already have",0,"Always Legal","Yes","September","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Uncertain",5,5,4,"straight","Yes",7,"No","No","No",10,8,0,0,0,2,1,6,8,"Yes - I already have",4,"Always Legal","Yes","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",3,0,2,"straight","Yes",6,"No","No","No",10,10,1,0,0,1,1,5,5,"Yes - I already have",3,"Always Legal","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","No",0,7,4,"straight","Yes",17,"Yes","Yes","Yes",6,7,3,0,0,1,1,10,5,"Yes - I would",2,"Neutral","Yes","July","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Male","Male","Asian","No","Uncertain",9,6,5,"straight","Yes",7,"No","No","No",2,2,8,10,10,1,0,9,10,"No",3,"Illegal most of the time","No","December","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","No",5,5,7,"other","No",14,"No","Yes","Yes",3,6,5,0,0,6,5,5,5,"Yes - I already have",2,"Always Legal","Yes","October","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Black","Yes","Yes",0,3,2,"gay/lesbian","No",6,"No","Yes","Yes",5,8,7,0,0,1,0,5,9,"Yes - I already have",2,"Legal most of the time","No","August","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",5,2,6,"asexual","Some do",14,"No","No","Yes",10,10,5,0,0,0,0,0,0,"Unsure",3,"Legal most of the time","No","November","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","Yes",2,7,7,"straight","Yes",5,"No","No","No",2,2,9,0,0,1,1,10,6,"Yes - I already have",1,"Illegal most of the time","No","April","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","No",1,5,4,"straight","Yes",7,"No","No","No",10,10,0,10,10,2,0,8,2,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Asian","No","No",1,6,5,"straight","Yes",12,"No","No","No",2,5,9,5,5,0,1,10,10,"Yes - I would",2,"Legal most of the time","Yes","July","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","No",0,0,7,"straight","Yes",6,"No","Yes","No",6,9,0,0,0,0,0,8,8,"Yes - I would",3,"Always Legal","No","September","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Male","Male","Asian","Yes","Yes",7,5,2,"straight","Yes",14,"No","No","No",0,0,10,9,9,1,1,10,10,"Yes - I would",2,"Neutral","No","January","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","Hispanic","Yes","No",0,0,0,"bi","Yes",13,"No","Yes","Yes",7,7,5,0,0,8,1,5,0,"Yes - I already have",0,"Always Legal","Yes","April","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","Black","Yes","No",9,1,2,"straight","Yes",6,"No","Yes","No",9,9,0,0,0,0,1,0,0,"Unsure",4,"Always Legal","Yes","November","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Male","Female","Other","Yes","Uncertain",3,6,3,"gay/lesbian","Some do",3,"Yes","Yes","Yes",0,0,1,3,2,50,10,10,10,"Yes - I already have",6,"Always Legal","Yes","November","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","Asian","Yes","No",2,0,1,"straight","Yes",2,"No","Yes","No",7,7,1,0,0,1,1,7,1,"Yes - I already have",1,"Always Legal","No","November","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Yes",7,7,5,"straight","Yes",15,"No","No","No",7,5,0,0,0,2,2,8,10,"Yes - I already have",2,"Neutral","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Uncertain",6,8,8,"straight","Yes",2,"No","No","No",2,1,8,2,2,6,1,5,5,"Yes - I already have",4,"Illegal most of the time","No","October","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Other","No","Yes",0,4,7,"straight","Yes",15,"No","No","No",10,10,1,0,0,1,0,8,6,"Yes - I already have",0,"Always Legal","No","August","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Male","Male","Asian","No","No",0,4,2,"straight","Yes",10,"No","No","No",10,10,6,10,7,2,3,8,10,"Yes - I already have",2,"Always Legal","No","April","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Uncertain",6,4,5,"straight","Yes",5,"No","No","No",8,8,3,0,0,0,0,6,10,"Unsure",4,"Always Legal","Yes","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",3,4,3,"straight","Yes",2,"No","No","No",0,0,10,5,10,50,3,4,9,"Yes - I already have",2,"Neutral","Yes","September","Under","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","Asian","No","No",4,3,2,"straight","Yes",9,"Yes","No","No",8,6,4,0,0,0,0,5,3,"Yes - I would",3,"Always Legal","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",1,2,7,"straight","Yes",2,"No","No","No",10,9,2,0,4,7,2,10,2,"Yes - I already have",2,"Always Legal","Yes","December","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",1,7,9,"straight","Yes",10,"No","No","No",9,9,1,4,4,1,2,3,4,"Yes - I already have",2,"Neutral","Yes","February","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",5,7,8,"straight","Yes",5,"No","No","No",10,10,2,6,6,3,1,9,5,"Yes - I already have",3,"Always Legal","No","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","Uncertain",5,6,8,"straight","Yes",10,"No","No","No",10,10,0,0,0,3,1,8,6,"Yes - I already have",4,"Always Legal","Yes","March","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",0,3,2,"straight","Yes",9,"No","No","No",7,7,2,0,0,1,2,6,4,"Yes - I already have",3,"Always Legal","Yes","July","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Male","Male","White","Yes","No",5,5,6,"straight","Yes",4,"No","No","No",0,0,10,0,0,3,1,8,10,"Yes - I already have",2,"Always Legal","No","June","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","Yes","No",5,5,7,"straight","Yes",2,"No","No","No",9,9,2,0,0,2,2,6,8,"Yes - I already have",3,"Always Legal","Yes","May","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","Uncertain",10,0,10,"straight","Yes",8,"No","No","No",0,0,5,10,10,14,4,10,10,"Yes - I already have",3,"Legal most of the time","No","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Male","Male","Asian","Yes","Uncertain",7,5,5,"straight","Yes",7,"No","No","No",3,3,9,1,1,0,1,9,9,"Unsure",2,"Always Legal","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","No",5,3,4,"straight","Yes",3,"No","No","No",2,1,8,0,0,2,2,7,7,"Yes - I already have",3,"Always Legal","No","March","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Black","Yes","Yes",6,5,5,"straight","Some do",10,"No","Yes","No",5,6,3,4,2,3,3,4,8,"Yes - I already have",3,"Illegal most of the time","Yes","March","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",1,3,0,"straight","Yes",4,"No","No","No",5,5,3,0,0,2,3,2,7,"Yes - I already have",3,"Legal most of the time","No","November","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Black","Yes","No",5,0,0,"straight","Yes",8,"No","No","No",7,7,2,0,0,7,1,5,5,"Yes - I already have",0,"Always Legal","Yes","February","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",5,5,6,"straight","Yes",4,"No","No","No",6,6,1,0,0,3,0,8,1,"Yes - I already have",4,"Always Legal","Yes","May","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","No",5,2,0,"straight","Yes",5,"No","No","No",8,7,2,5,5,1,1,5,5,"Yes - I already have",2,"Neutral","No","October","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","No","No",3,4,4,"straight","Yes",2,"No","No","No",3,4,4,2,4,1,1,3,2,"Yes - I already have",1,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","No",3,5,4,"straight","Yes",12,"No","No","No",1,1,1,0,0,6,1,7,3,"Yes - I already have",0,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Asian","Yes","No",4,1,2,"straight","Yes",8,"No","No","No",7,9,0,5,5,3,4,5,10,"Yes - I already have",2,"Legal most of the time","Yes","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",3,3,5,"straight","Yes",5,"No","Yes","No",8,7,2,0,0,1,1,4,4,"Yes - I already have",2,"Always Legal","Yes","July","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","Uncertain",8,7,8,"straight","Yes",5,"No","No","No",9,8,2,5,5,0,0,0,10,"No",4,"Illegal most of the time","Yes","May","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","No","Uncertain",0,5,5,"straight","Yes",15,"No","No","No",10,10,0,8,8,1,1,8,8,"No",2,"Neutral","No","October","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",9,5,5,"straight","Yes",5,"No","No","No",5,4,2,3,3,0,1,5,0,"No",3,"Illegal most of the time","No","December","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",8,6,4,"straight","Yes",6,"No","No","No",8,8,0,0,1,1,2,7,0,"Yes - I already have",4,"Always Legal","No","August","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","Black","Yes","No",7,6,7,"straight","Yes",4,"No","No","No",1,1,9,4,4,3,0,6,4,"Yes - I already have",3,"Neutral","No","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","Hispanic","Yes","No",5,5,7,"straight","Yes",6,"No","No","No",8,7,2,1,1,1,1,8,8,"Yes - I already have",3,"Always Legal","Yes","December","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
